,Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Google Rating,Yelp Rating
12681,Kids R Kids #33,78717,2024-11-04,100,"15111 AVERY RANCH BLVD
AUSTIN, TX 78717
(30.49893, -97.77251)",12186118,4.8,4.4
2382,Hana World Market - Meat and Fish,78727,2024-02-06,89,"1700 W PARMER LN
AUSTIN, TX 78727
(30.41327, -97.68966)",10866935,4.1,3.5
4524,Table de Delice Food Services LLC,78751,2024-01-03,79,"5610 N IH
AUSTIN, TX 78751",12398163,4.4,2.1
9311,Bird Bird Biscuit,78722,2024-11-05,97,"2701 MANOR RD
AUSTIN, TX 78722
(30.28512, -97.71401)",11943085,4.7,4.7
20954,Hotel Ella,78705,2024-12-02,89,"1900 RIO GRANDE ST
AUSTIN, TX 78705
(30.28307, -97.74513)",11533517,4.6,3.8
17572,Subway #45205,78717,2024-08-22,99,"9900 W PARMER LN
AUSTIN, TX 78717
(30.48639, -97.76945)",10340373,3.5,2.2
3676,"Wal-Mart Supercenter #4554 (Bakery, Deli)",78757,2024-10-21,92,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.35566, -97.73392)",10469793,3.8,2.3
5859,Summer Moon Coffee,78749,2024-05-29,90,"5701 W SLAUGHTER LN
AUSTIN, TX 78749
(30.20069, -97.87051)",12186402,4.4,3.3
11765,Thundercloud Subs,78703,2024-03-05,85,"2308 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.27788, -97.77224)",2800255,4.3,3.6
9275,Sam's Club #6188 - Meat Market,78717,2024-09-10,100,"10901 LAKELINE MALL DR
AUSTIN, TX 78717
(30.47334, -97.79528)",11293639,4.4,2.8
13496,Lone Star Family Market #4,78745,2024-05-02,98,"512 W STASSNEY LN
AUSTIN, TX 78745
(30.20916, -97.78063)",12392402,4.2,4
15434,Chi'Lantro,78758,2024-11-13,89,"11005 BURNET RD
AUSTIN, TX 78758
(30.39448, -97.72039)",11483621,4.4,4.1
9927,Summer Moon Coffee,78757,2024-02-22,89,"2301 W ANDERSON LN
AUSTIN, TX 78757
(30.35531, -97.73014)",11934290,4.5,4.3
7470,Little Deli & Pizzeria,78723,2024-05-21,100,"1804 BRIARCLIFF BLVD
AUSTIN, TX 78723
(30.31418, -97.68968)",12185961,4.8,4.6
13273,Whataburger #1191,78754,2024-11-27,99,"1719 E PARMER LN
AUSTIN, TX 78754
(30.38605, -97.64812)",12395255,3.4,1.9
1276,Shipley Do-Nuts,78745,2024-05-23,96,"1945 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.2024, -97.8062)",12395775,3.7,3.8
8708,Caribbean House,78744,2024-01-24,98,"3400 COMSOUTH DR
AUSTIN, TX 78744
(30.212, -97.71976)",12398118,4.3,3.4
14034,Jim's Coffee Shop,78758,2024-08-15,87,"9091 RESEARCH BLVD
AUSTIN, TX 78758
(30.37452, -97.72795)",2800422,4.3,3.6
12502,L. East Poultry Co.,78702,2024-01-26,99,"2615 E 6TH ST
AUSTIN, TX 78702
(30.25829, -97.71286)",12393394,4.9,4
21902,Whip In,78704,2024-06-28,78,"1950 S IH
AUSTIN, TX 78704",11687146,4.2,3.8
14587,Sazan Ramen,78752,2024-01-04,82,"6929 AIRPORT BLVD
AUSTIN, TX 78752
(30.33751, -97.71765)",12392619,4.6,4.4
10683,Paradigm Treatment Texas,78739,2024-09-17,100,"11949 ESCARPMENT BLVD
AUSTIN, TX 78739
(30.17819, -97.90419)",12397772,4,3
9989,CVS/Pharmacy #6892,78705,2024-06-11,98,"2402 GUADALUPE ST
AUSTIN, TX 78705
(30.28787, -97.74158)",12395144,2.8,2.2
4161,P. Terry's Burger Stand #19,78753,2024-12-06,92,"12901 N IH
AUSTIN, TX 78753",12392814,4.3,2.8
13179,Buttercup Chevron,78660,2024-01-03,81,"14815 DESSAU RD
PFLUGERVILLE, TX 78660
(30.42049, -97.62849)",11348918,3.7,2.9
10950,Malone Specialty Coffee,78728,2024-01-05,91,"14735 BRATTON LN
AUSTIN, TX 78728
(30.4458, -97.68598)",12393280,4.4,4.3
15614,"Hideout Pub, The",78759,2024-02-26,94,"12164 N MOPAC EXPY
SB AUSTIN, TX 78759
(30.41237, -97.70985)",2803145,4.4,4.1
11892,See's Candy Shop,78759,2024-01-18,100,"10710 RESEARCH BLVD
SB AUSTIN, TX 78759
(30.39817, -97.74929)",11119596,4.7,4.7
16899,Onion Creek Ballroom,78747,2024-10-18,93,"9941 OLD LOCKHART RD
AUSTIN, TX 78747
(30.14463, -97.76557)",11776053,4.4,1
21385,LW - Winston's ATX LLC,78669,2024-11-08,92,"4900 BEE CREEK RD
LAKEWAY, TX 78669
(30.33794, -98.02777)",12399051,4.5,4.5
21691,7-Eleven,78723,2024-09-05,87,"5107 MANOR RD
AUSTIN, TX 78723
(30.29847, -97.68685)",12398458,4.7,4.5
6649,Thundercloud Subs,78758,2024-02-05,97,"2521 RUTLAND DR
AUSTIN, TX 78758
(30.38255, -97.72305)",2800169,4.3,3.3
13,Beer Geek,78652,2024-08-01,90,"2051 W FM 1626 RD
AUSTIN, TX 78652",12392375,4.5,4.3
8743,Wendy's W114/8076,78727,2024-12-02,98,"6247 MC NEIL DR
AUSTIN, TX 78727
(30.44201, -97.7467)",11119251,3.3,1.5
2482,Smoothie King,78748,2024-01-30,93,"9500 S IH
AUSTIN, TX 78748",12185777,3.9,1.9
6169,Happy Lemon,78727,2024-07-24,85,"2501 W PARMER LN
AUSTIN, TX 78727
(30.41829, -97.70233)",12397656,4.7,4.5
3536,MN - Taqueria Huentitan #2,78653,2024-03-28,87,"12401 TILLGANG PASS
MANOR, TX 78653
(30.34871, -97.56375)",12394241,3.8,3.3
20153,Elroy & Ross Market,78617,2024-04-11,71,"7200 ELROY RD
AUSTIN, TX 78617
(30.15549, -97.64107)",10969930,3.6,3.1
6173,Subway Sandwiches,78721,2024-05-02,91,"6105 TECHNI CENTER DR
AUSTIN, TX 78721
(30.27583, -97.66913)",2802134,4.1,3
4312,Levy at Q2 Stadium/Suite Pantry North,78758,2024-02-15,100,"10414 MC KALLA PL
AUSTIN, TX 78758
(30.38667, -97.71812)",12394470,4.8,4
445,Voodoo Room,78701,2024-10-24,85,"419 E 6TH ST
AUSTIN, TX 78701
(30.26688, -97.73861)",10996299,4.1,2.6
12597,Hilton Garden Inn - Austin Univ Capitol,78701,2024-11-19,90,"301 W 17TH ST
AUSTIN, TX 78701
(30.27951, -97.74157)",12397341,4.8,2.8
13579,PF - Cheesy Bite Enterprise Inc,78664,2024-04-03,81,"1300 W PFLUGERVILLE PKWY
PFLUGERVILLE, TX 78664
(30.4733, -97.64262)",12398622,4.6,4.1
7307,Nanami Sushi Bar,78748,2024-02-20,83,"9001 BRODIE LN
AUSTIN, TX 78748
(30.19406, -97.84255)",10346733,4.2,3.5
2387,PF - Nearby Coffee Co.,78660,2024-05-28,99,"16921 JOE BARBEE DR
UNIT B PFLUGERVILLE, TX 78660
(30.47015, -97.66527)",12393350,4.9,4.7
4518,Tienda Mexicana,78753,2024-04-02,81,"825 E RUNDBERG LN
UNIT D AUSTIN, TX 78753
(30.35667, -97.68698)",10692976,4.1,5
254,PF - Target Store T-2495 (Cafe/Pizza Hut),78660,2024-03-18,99,"18700 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.46718, -97.59815)",12392900,4.1,3.2
1652,Pho Phong Luu,78754,2024-01-19,86,"11800 DESSAU RD
AUSTIN, TX 78754
(30.37825, -97.65784)",12397716,4.8,4.8
4257,Independence Brewing Co.,78744,2024-03-13,95,"3913 TODD LN
AUSTIN, TX 78744
(30.21207, -97.73624)",2803291,4.7,4.2
23137,Sweetgreen,78704,2024-08-02,99,"1007 S CONGRESS AVE
AUSTIN, TX 78704
(30.25425, -97.74796)",12393165,3.8,3.8
14306,Oakwood BBQ,78753,2024-10-23,91,"307 E BRAKER LN
AUSTIN, TX 78753
(30.37808, -97.67963)",11634648,4.2,3.6
5626,Phil's Ice House,78729,2024-01-04,98,"13265 N US 183 HWY
AUSTIN, TX 78729
(30.44675, -97.78088)",11008920,4.5,4
13938,Los Chilakillers,78753,2024-04-09,87,"13000 N IH
AUSTIN, TX 78753",12394623,4.3,4.6
14884,An Nyeong Korean Tofu House,78756,2024-11-18,88,"5011 BURNET RD
AUSTIN, TX 78756
(30.32132, -97.7387)",12400040,4.7,4.6
22119,WL - HEB #29,78746,2024-02-26,95,"701 S CAPITAL OF TEXAS HWY NB WEST LAKE HILLS
TX 78746
(30.29182, -97.82749)",10111225,4.5,3.8
22864,Crazy Fruits # 2,78741,2024-09-03,80,"6100 E RIVERSIDE DR
AUSTIN, TX 78741
(30.22646, -97.70584)",11390130,3.9,3.3
10673,PF - Iron Fish Sushi & Grill,78660,2024-01-09,84,"900 E PECAN ST
PFLUGERVILLE, TX 78660
(30.43578, -97.61206)",12397417,4.6,4.4
15468,LW - Pao's Mandarin House,78734,2024-10-30,80,"2300 LOHMANS SPUR RD
LAKEWAY, TX 78734
(30.33778, -97.97119)",2801225,4.2,3.6
6996,MN - Chokdee Restaurant,78653,2024-07-03,99,"11300 HWY 290 STE 160 MANOR
TX 78653
(30.34972, -97.5541)",11647869,4.5,4.2
10736,Walnut Creek Pub,78753,2024-02-08,89,"11806 N LAMAR BLVD
AUSTIN, TX 78753
(30.38885, -97.68346)",12393322,4.5,4.4
9609,MN - Starbucks # 26036,78653,2024-08-09,97,"12608 LEXINGTON ST
MANOR, TX 78653
(30.34951, -97.55643)",11474011,4.2,2.6
1011,Buffet Palace,78745,2024-07-16,63,"4608 WEST GATE BLVD
AUSTIN, TX 78745
(30.23008, -97.80134)",11798933,4.1,3.3
19730,Jimmy John's,78758,2024-07-09,94,"10622 BURNET RD
AUSTIN, TX 78758
(30.39059, -97.72249)",12398695,3.8,2.5
14873,Phoenicia Deli & Bakery,78756,2024-09-19,91,"4701 BURNET RD
AUSTIN, TX 78756
(30.31784, -97.73947)",2801285,4.5,3.8
584,Neighborhood Sushi,78704,2024-01-30,91,"1716 S CONGRESS AVE
AUSTIN, TX 78704
(30.24645, -97.75084)",12393054,4.5,4.1
4965,Clark's Oyster Bar,78703,2024-11-06,90,"1200 W 6TH ST
AUSTIN, TX 78703
(30.27276, -97.75726)",10816203,4.5,4.1
4672,Bob's Steak and Chop House,78701,2024-12-05,85,"301 LAVACA ST
AUSTIN, TX 78701
(30.26617, -97.74616)",10801551,4.5,4
19266,Din Ho Chinese BBQ,78758,2024-03-14,94,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.36081, -97.71573)",2801257,4.3,3.8
10112,Lazarus Brewing Operations,78702,2024-01-18,86,"1902 E 6TH ST
AUSTIN, TX 78702
(30.26165, -97.72191)",11640394,4.7,4.5
9687,Juice Land Burnet,78757,2024-03-29,96,"7329 BURNET RD
AUSTIN, TX 78757
(30.34941, -97.73501)",10757816,4.6,4.1
13716,Utea Pho,78705,2024-02-29,85,"2222 RIO GRANDE ST
AUSTIN, TX 78705
(30.28633, -97.74481)",12095341,4.4,4.3
15067,SONIC DRIVE-IN #5736,78753,2024-05-30,97,"1605 E PARMER LN
AUSTIN, TX 78753
(30.3879, -97.65092)",12393073,3.2,1.6
8129,Dollar Tree #3279,78756,2024-05-17,99,"5310 BURNET RD
AUSTIN, TX 78756
(30.32706, -97.74026)",10913519,4,3.8
7338,JDS Supermarket #8,78754,2024-05-28,89,"8807 CAMERON RD
AUSTIN, TX 78754
(30.34521, -97.67733)",12393425,4.4,2.2
2272,Whole Foods Market - Seafood Market,78749,2024-09-24,96,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.21926, -97.84213)",10764427,4.3,3.7
11895,Torchy's Tacos,78756,2024-06-14,95,"5119 BURNET RD
AUSTIN, TX 78756
(30.32325, -97.73931)",10496904,4.6,3.9
2878,Orange Leaf Self Serve Frozen Yogurt,78748,2024-11-26,91,"9600 S IH
AUSTIN, TX 78748",10828816,4.1,3.3
13018,Subway,78727,2024-02-09,93,"6001 W PARMER LN
AUSTIN, TX 78727
(30.44238, -97.74378)",12398660,3.7,2.6
9226,Capital One Cafe,78701,2024-03-19,94,"106 E 6TH ST
AUSTIN, TX 78701
(30.26794, -97.74236)",11845695,4.3,4.5
9416,Country Home Learning Center,78749,2024-08-15,100,"6900 ESCARPMENT BLVD
AUSTIN, TX 78749
(30.22995, -97.86543)",2800886,4.4,3.6
2694,BC - Via 313 Pizzeria,78738,2024-11-07,92,"3944 S FM 620 RD
AUSTIN, TX 78738
(30.31133, -97.94667)",12398637,4.5,3.7
9158,7-Eleven Convenience Store #36604B,78723,2024-05-30,96,"6518 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.30341, -97.66175)",12111280,2.5,1
7074,SV - Cruzteca Mexican Kitchen,78745,2024-12-03,88,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.23002, -97.81698)",11836354,4.5,4.3
10773,BC - Simply Pho House,78738,2024-01-05,86,"12913 GALLERIA CIR
BEE CAVE, TX 78738
(30.30879, -97.9428)",12394373,4.2,3.7
5032,Big Bucket #3,78749,2024-09-18,89,"8906 BRODIE LN
AUSTIN, TX 78749
(30.1952, -97.84298)",12186054,3.9,5
2876,Flamingo Cantina,78701,2024-03-14,91,"515 E 6TH ST
AUSTIN, TX 78701
(30.26662, -97.73768)",2800628,4.5,3.8
386,China House Restaurant,78758,2024-01-16,95,"9505 BURNET RD
AUSTIN, TX 78758
(30.37881, -97.72458)",10147146,3.3,2.6
10316,El Jacalito,78741,2024-01-16,74,"2030 E OLTORF ST
AUSTIN, TX 78741
(30.23041, -97.73181)",11452574,4.2,3.5
6327,Raku Sushi Restaurant,78705,2024-05-20,85,"2222 RIO GRANDE ST
AUSTIN, TX 78705
(30.28633, -97.74481)",11410847,3.7,3.6
3336,Gina's on Congress,78701,2024-04-25,88,"314 CONGRESS AVE
AUSTIN, TX 78701
(30.2658, -97.74366)",12399682,4.5,4.3
19456,Scruffy's Convenient Store,78701,2024-02-27,97,"307 E 6TH ST
AUSTIN, TX 78701
(30.26731, -97.74012)",2801370,4,3.4
553,Dominos 9274,78750,2024-01-05,98,"13764 N US 183 HWY
AUSTIN, TX 78750
(30.46044, -97.79476)",12397316,3.8,2.8
17726,Bishop Cider Austin,78704,2024-06-07,96,"600 E RIVERSIDE DR
AUSTIN, TX 78704
(30.25233, -97.74121)",12392338,4.3,4.4
2052,Bruegger's Bagels,78746,2024-02-26,89,"3267 BEE CAVES RD
AUSTIN, TX 78746
(30.274413, -97.800458)",10720202,4.4,3.9
20652,Shake Shack South Lamar Austin,78704,2024-02-08,96,"1100 S LAMAR BLVD
AUSTIN, TX 78704
(30.25546, -97.76202)",11315175,4.3,3.5
4912,Spice Fine Indian Cuisine,78753,2024-07-30,70,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.406841, -97.672884)",11705287,3.7,4
22189,Apple Mart,78741,2024-06-06,71,"2101 WICKERSHAM LN
AUSTIN, TX 78741
(30.2318, -97.72015)",11004160,3.6,2.7
13187,HEB Food Store #202,78756,2024-10-03,97,"5808 BURNET RD
AUSTIN, TX 78756
(30.33419, -97.74069)",2803561,4.4,3.4
20888,OOB - ATX Donut,78728,2024-10-03,93,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.43581, -97.68452)",12395376,4.5,4.4
10560,Space Cowboy,78702,2024-06-12,81,"1917 E 7TH ST
AUSTIN, TX 78702
(30.2622, -97.72154)",12398946,4.4,3.9
12189,Taverna,78758,2024-01-24,81,"3120 PALM WAY
AUSTIN, TX 78758
(30.40288, -97.72253)",11655110,4.2,3.4
22633,Brazos Taco House,78752,2024-08-19,90,"6801 AIRPORT BLVD
AUSTIN, TX 78752
(30.33393, -97.71654)",11689721,4.6,4.3
13671,Cucina on 35th,78703,2024-03-18,94,"1608 W 35TH ST
AUSTIN, TX 78703
(30.30771, -97.75109)",2801762,4.4,3.7
2120,Jack in the Box #848,78753,2024-02-22,95,"8630 N LAMAR BLVD
AUSTIN, TX 78753
(30.35552, -97.70318)",10789914,3.6,1.8
21348,Super Moreliana-Taqueria,78744,2024-08-30,91,"6112 S US 183 HWY
AUSTIN, TX 78744
(30.16776, -97.69239)",10726921,4.2,4.2
9264,La Linda Michoacana,78753,2024-08-19,93,"9429 N IH
UNIT A AUSTIN, TX 78753
(30.35585, -97.68446)",12399800,5,4
2302,JuiceLand HUD,78734,2024-12-05,100,"3303 N FM 620 RD
AUSTIN, TX 78734
(30.394, -97.93412)",12400018,5,4.5
2124,Dominos 6616,78729,2024-07-01,90,"13201 POND SPRINGS RD
AUSTIN, TX 78729
(30.44584, -97.77806)",12397313,3.1,2.3
5107,BC - Subway,78738,2024-02-21,97,"12717 SHOPS PKWY
BEE CAVE, TX 78738
(30.304, -97.94143)",10262005,3.9,2.9
10472,Subway,78727,2024-01-08,94,"3407 W WELLS BRANCH PKWY
AUSTIN, TX 78727
(30.43854, -97.69638)",12397339,4,3.1
6637,Austin Presbyterian Theological Seminary,78705,2024-08-23,97,"100 E 27TH ST
AUSTIN, TX 78705
(30.2917, -97.73775)",10805134,4.8,3
2278,La Mexicana Supermercado-Meat Counter,78724,2024-07-26,83,"14236 FM 969 RD
AUSTIN, TX 78724
(30.24835, -97.58436)",11248209,4,3
22962,LW - Don Mario Mexican Restaurant,78734,2024-12-07,77,"1113 N FM 620 RD
LAKEWAY, TX 78734
(30.37505, -97.94615)",12397459,4.4,4
15110,PF - Costco Wholesale #1322/Food Court,78660,2024-02-28,100,"1901 KELLY LN
PFLUGERVILLE, TX 78660
(30.4692, -97.59105)",12392351,4.5,3.4
18007,Manna Taim LLC,78613,2024-11-07,95,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47093, -97.80711)",12185820,4.2,3.7
20217,Spice Fine Indian Cuisine,78753,2024-05-21,56,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.406841, -97.672884)",11705287,3.7,4
20531,"Capital Grille Restaurant, The #8053",78701,2024-11-06,93,"117 W 4TH ST
AUSTIN, TX 78701
(30.26652, -97.74471)",11459936,4.6,4.2
4058,Kerbey Lane Cafe,78704,2024-03-05,85,"3003 S LAMAR BLVD
AUSTIN, TX 78704
(30.24213, -97.78309)",10700176,4.3,3.6
19742,ABIA - Haymaker Sports Bar,78719,2024-08-22,93,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20476, -97.66733)",12130626,2.2,2.3
11049,Kellys Irish Pub,78704,2024-10-31,84,"519 W OLTORF ST
AUSTIN, TX 78704
(30.24154, -97.7589)",12397550,4.6,4.4
5906,Hang Fung Ginseng,78753,2024-03-29,98,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.37841, -97.6879)",2804117,4.8,4.5
12833,Omni Barton Crk Resort & Spa-Country Club Kitchen,78735,2024-10-04,91,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084309,4.5,3.5
6703,Summit,78701,2024-10-29,100,"120 W 5TH ST
AUSTIN, TX 78701
(30.26736, -97.74401)",11021824,3.7,2.8
13104,Juiceland,78729,2024-10-16,95,"6301 W PARMER LN
AUSTIN, TX 78729
(30.44483, -97.74361)",11604453,4.7,4.4
2420,Los Jarachos Dos,78753,2024-05-21,84,"13609 N IH
AUSTIN, TX 78753",12396854,3.7,2.5
16485,Merit Coffee,78701,2024-06-10,93,"222 WEST AVE
AUSTIN, TX 78701
(30.26729, -97.7517)",11832364,4.5,4
22395,Summer Moon Coffee,78738,2024-02-07,95,"15511 W SH
BEE CAVE, TX 78738",12397445,4.3,4
17332,Juiced up smoothies & more,78701,2024-02-12,88,"206 E 4TH ST
AUSTIN, TX 78701
(30.26567, -97.74171)",12395484,4.8,4.8
6053,Nordstrom Ebar,78758,2024-09-05,85,"3111 PALM WAY
AUSTIN, TX 78758
(30.40273, -97.72058)",11583664,4.4,3.7
13505,Quality Inn & Suites,78617,2024-11-13,87,"2751 E SH
AUSTIN, TX 78617",10672255,3.1,2.1
9272,Pete's Peanut Bar & Piano Empo,78701,2024-02-01,95,"421 E 6TH ST
AUSTIN, TX 78701
(30.26686, -97.73851)",2801006,4.7,4.2
17598,Lone Star Family Market #2,78752,2024-06-21,97,"7110 CAMERON RD
AUSTIN, TX 78752
(30.32598, -97.693)",12392401,4.4,1
2145,One Taco,78701,2024-01-29,88,"402 BRAZOS ST
AUSTIN, TX 78701
(30.26613, -97.74206)",12392497,4.5,4.4
10688,Lazarus Brewing Company,78751,2024-03-07,74,"4803 AIRPORT BLVD
AUSTIN, TX 78751
(30.30801, -97.71551)",12397623,4.8,4.5
11859,PF - Bush's Chicken,78660,2024-08-28,93,"21315 N SH
SVRD NB PFLUGERVILLE, TX 78660",12392711,4.2,3.8
10827,Church's Chicken Store No. 386,78745,2024-11-04,92,"1945 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.2024, -97.8062)",11843471,3.4,1.8
21654,Mi Pueblito Market,78741,2024-03-27,74,"2030 E OLTORF ST
AUSTIN, TX 78741
(30.23041, -97.73181)",10214537,4,1
21726,Ebisu Japanese Restaurant,78750,2024-07-10,77,"13376 N US 183 HWY
AUSTIN, TX 78750
(30.44571, -97.78809)",12395723,4.4,4.2
7835,JD's Super Mart #7,78724,2024-05-30,88,"6506 DECKER LN
AUSTIN, TX 78724
(30.29087, -97.62854)",11472204,3.9,2.8
1771,Querencia at Barton Creek,78735,2024-01-10,90,"2500 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.28946, -97.86642)",10026760,4.3,3.5
13313,Our Lady's Maronite Catholic Church,78723,2024-01-31,96,"1320 E 51ST ST
AUSTIN, TX 78723
(30.30713, -97.70448)",11459777,4.7,4.9
23119,LW - Brookdale Lohmans Crossing,78734,2024-12-02,88,"1604 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.35454, -97.97894)",11207538,4.7,5
19922,Circle K #2742420,78745,2024-10-15,97,"1405 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.20009, -97.7992)",2803580,2.1,2
4353,PF - QuikTrip 4147,78660,2024-01-02,98,"3101 E PECAN ST
PFLUGERVILLE, TX 78660
(30.42457, -97.59021)",12395201,3.3,3.8
363,Wendy's Old Fashioned Hamburgers #116,78741,2024-11-27,100,"2224 E RIVERSIDE DR
AUSTIN, TX 78741
(30.23843, -97.72535)",11119204,3.7,2.1
14254,P. Terry's Burger Stand,78701,2024-02-28,86,"515 CONGRESS AVE
AUSTIN, TX 78701
(30.26725, -97.74312)",11307329,4.2,3.5
8511,Nate's Baked Goods & Coffee,78703,2024-06-03,91,"401 ORCHARD ST
AUSTIN, TX 78703
(30.27151, -97.75949)",12394254,4.7,4.6
2574,Levy at Q2 Stadium/Main Kitchen,78758,2024-02-15,100,"10414 MC KALLA PL
AUSTIN, TX 78758
(30.38667, -97.71812)",12393770,4.8,4
13346,Austin Shell,78702,2024-03-21,87,"701 N IH
AUSTIN, TX 78702",2803879,2.4,1
22604,"Phil's Ice House, Inc",78704,2024-03-27,83,"2901 S LAMAR BLVD
AUSTIN, TX 78704
(30.24315, -97.7825)",10516513,4.5,3.8
19808,Lucky Lab Coffee Company,78705,2024-10-08,95,"2421 SAN ANTONIO ST
AUSTIN, TX 78705
(30.28874, -97.74203)",11771700,4.4,4.2
302,Hilton Garden Inn Austin Airport,78741,2024-08-02,91,"7610 JOHN GLENN WAY
AUSTIN, TX 78741
(30.22167, -97.68882)",11712723,4.3,3.7
8273,Lee's Almost By The Lake,78669,2024-10-30,89,"801 S PACE BEND RD
BRIARCLIFF, TX 78669
(30.40702, -98.05947)",10471536,4.6,4.1
17229,Muangthai Thai Cuisine,78717,2024-02-07,72,"13945 N US 183 HWY
AUSTIN, TX 78717
(30.47085, -97.79676)",10246937,4.2,3.7
6005,PF - Casa Garcias Restaurant & Cantina,78660,2024-07-10,93,"15803 WINDERMERE DR
PFLUGERVILLE, TX 78660
(30.44681, -97.64772)",12399578,4.1,3.4
18961,PF- Five Guys Burgers & Fries #4026,78660,2024-07-08,99,"2424 FM 685 RD
PFLUGERVILLE, TX 78660
(30.46325, -97.59741)",12397031,3.9,2.5
18673,Oumi Sushi @ Sprouts #162,78723,2024-10-21,98,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.30659, -97.71029)",12399272,4.7,4.4
19105,PF - Baris Pasta Pizza,78660,2024-10-03,87,"1501 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44691, -97.63713)",12392359,4.2,3.6
440,Man Pasand Supermarket,78717,2024-07-11,96,"13945 N US 183 HWY
AUSTIN, TX 78717
(30.47085, -97.79676)",11738497,4,2.3
7623,Refuel 338,78754,2024-03-05,83,"9001 CAMERON RD
AUSTIN, TX 78754
(30.34672, -97.67666)",12397012,3.2,4.3
18816,Starbucks Coffee #13418,78723,2024-11-20,96,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.30659, -97.71029)",10065891,4.1,3
20447,Mom's Grocery,78753,2024-01-12,93,"1425 E RUNDBERG LN
AUSTIN, TX 78753
(30.3506, -97.67632)",10002574,3.7,4
1431,Sour Duck Market,78722,2024-10-30,80,"1814 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78722
(30.27973, -97.72151)",11863073,4.5,4.1
11070,ABIA Amy's Ice Cream,78719,2024-05-15,92,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20476, -97.66733)",12186438,4.3,4.3
1028,Pit #7,78756,2024-02-27,84,"4707 BURNET RD
AUSTIN, TX 78756
(30.31858, -97.73926)",2800317,4.1,3.2
2282,Sabor Veracruz,78753,2024-09-05,92,"12601 TECH RIDGE BLVD
AUSTIN, TX 78753
(30.40051, -97.65794)",12396091,3.5,3.9
11624,Subs-N-More / AM Petroleum,78721,2024-02-07,86,"3926 ED BLUESTEIN BLVD
AUSTIN, TX 78721
(30.27531, -97.66897)",2802112,3.7,4.2
11453,Kismet Cafe,78751,2024-01-09,92,"1000 E 41ST ST
AUSTIN, TX 78751
(30.30008, -97.71994)",11704512,4.3,4.3
5262,Double Dave's Pizza,78729,2024-02-12,92,"13343 N US 183 HWY
AUSTIN, TX 78729
(30.44576, -97.78595)",2802971,3.9,2.8
10484,Mi Lindo Michoacan Restaurant,78753,2024-03-07,85,"11800 N LAMAR BLVD
AUSTIN, TX 78753
(30.38828, -97.68409)",12395066,4.3,4.2
5832,Rosal Bakery,78744,2024-06-28,91,"8101 SALT SPRINGS DR
AUSTIN, TX 78744
(30.15891, -97.74544)",11060721,4.1,4.5
3695,Fire Bowl Cafe,78759,2024-07-17,89,"9828 GREAT HILLS TRL
AUSTIN, TX 78759
(30.39537, -97.7493)",12398603,4.2,3.4
14829,Dunkin Donuts,78759,2024-08-30,88,"12200 RESEARCH BLVD
AUSTIN, TX 78759
(30.4257, -97.75367)",10861871,3.7,2.7
19092,Tulum Mexican Restaurant and Tequila Bar,78734,2024-01-04,72,"3519 N FM 620 RD
AUSTIN, TX 78734
(30.39664, -97.93147)",12396084,4,3.6
4020,La Finca Super Mercado,78753,2024-09-19,95,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.36731, -97.69624)",11742299,4.3,4.4
74,Las Mangonadas,78753,2024-05-15,94,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.36731, -97.69624)",11859946,4.3,3.9
6321,PF - Russo's New York Pizzeria,78660,2024-10-17,72,"18816 LIMESTONE COMMERCIAL SHL
PFLUGERVILLE, TX 78660
(30.46913, -97.59581)",12392938,3.9,2.8
21780,Slick Willie's Family Pool Hall,78757,2024-03-26,89,"8440 BURNET RD
AUSTIN, TX 78757
(30.36641, -97.72896)",2800866,4.2,3
6779,Chicknic,78738,2024-08-09,94,"15511 W SH
BEE CAVE, TX 78738",12398629,4.7,4.6
